X,Y,SHAP_NDVI,SHAP_Building_Density,SHAP_SVF,SHAP_Albedo,SHAP_Distance_to_Water,SHAP_Elevation
50,9,-1.0239567,-1.8084549,-0.37852895,-0.14706823,0.19514565,0.08367343
51,9,-1.0828731,-1.7985959,-0.3778727,-0.5177274,0.21131451,0.0963445
52,9,-1.0141301,-1.665391,-0.38375345,-0.3149778,0.18953826,0.094641775
53,9,-0.941649,-1.5706195,-0.29489714,-0.07495951,0.17267972,0.10573433
54,9,-0.8718377,-1.3531392,-0.2947751,-0.5035482,0.16977961,0.12284423
55,9,-0.7516035,-1.5080906,-0.3650673,0.16667715,0.19766593,0.13540298
56,9,-0.75511366,-1.4774898,-0.4286085,0.4950252,0.22995913,0.15736544
57,9,-0.8318586,-1.3396043,-0.290211,-0.29246184,0.21944411,0.11893333
58,9,-0.9668783,-1.357276,-0.26777133,-0.6891948,0.25157994,0.10040336
59,9,-0.7833593,-1.4476933,-0.2576833,-0.4962592,0.31028938,0.12181209
60,9,-0.33160424,-1.8655555,-0.32417843,0.52263856,0.5126081,0.3723129
61,9,-0.20435408,-1.8800563,-0.16060853,0.27363393,0.53022206,0.38653055
62,9,-0.7559569,-1.2713717,-0.08602384,-0.5213724,0.41223732,0.1947399
63,9,-0.9736138,-1.3790714,-0.24219926,-0.7163444,0.29002312,0.059501324
64,9,-0.9981068,-1.5667682,-0.3171934,-0.33046874,0.29111043,0.014023251
65,9,-0.9355975,-1.5849608,-0.40835717,-0.13306206,0.27369773,-0.0028296066
66,9,-0.94543344,-1.6172637,-0.4057303,-0.7175963,0.2866339,0.04714255
67,9,-0.8075009,-1.3675287,-0.5283192,-0.27810672,0.2692913,0.020348996
68,9,-1.0487275,-1.5529103,-0.4936412,0.34672982,0.29035488,0.028374225
69,9,-1.1108543,-1.555105,-0.30851182,0.33941978,0.25582603,0.024133353
70,9,-1.0831519,-1.7043296,-0.16387539,0.040599693,0.24616003,0.01749759
71,9,-1.1667407,-1.8973106,-0.3304638,-1.1688105,0.2577449,-0.003314188
72,9,-1.1752924,-1.885961,-0.5336471,-0.9178119,0.1529894,-0.03271601
73,9,-1.0607829,-1.9196861,-0.604455,-0.19225325,0.1467729,-0.0024478398
74,9,-1.1694314,-1.9190714,-0.5488643,-0.8123421,0.20032495,-0.00055678247
75,9,-1.0831735,-1.9152555,-0.5299602,-0.56145656,0.25578123,0.000207318
76,9,-1.1185613,-1.9899217,-0.4602012,-0.49046642,0.2749182,0.041202463
77,9,-1.0422485,-1.9734172,-0.42915195,-0.0005238862,0.28437594,0.046686903
78,9,-1.0361016,-1.8132638,-0.28710866,-0.11750638,0.2549345,0.04424711
79,9,-0.9605247,-1.713539,-0.34651348,-0.06956646,0.2168724,0.022328546
80,9,-0.97047627,-1.6079696,-0.4496618,0.7036208,0.21850622,0.08564974
81,9,-0.99328136,-1.798569,-0.52976495,-0.06871682,0.24764723,0.013337154
82,9,-1.0401005,-1.9276857,-0.47556126,-0.37549514,0.27594784,0.024235116
83,9,-1.1720932,-1.9346763,-0.37396586,-0.7063822,0.24125396,-0.030365251
84,9,-1.2050607,-1.9325336,-0.3515563,-0.38102713,0.22265123,0.0045853844
85,9,-1.2374796,-1.8432451,-0.4687609,-0.6056809,0.24505058,-0.09192085
86,9,-1.2943245,-1.7775782,-0.54994625,0.42034754,0.29041368,-0.074316144
87,9,-1.1823474,-1.9922197,-0.48963717,-0.6066906,0.30953482,-0.08888111
88,9,-1.1065663,-2.0095856,-0.4182452,-0.057807866,0.2960658,-0.0980617
89,9,-1.2347533,-1.9931293,-0.27261856,-0.45368642,0.30614254,-0.10011928
90,9,-1.2660561,-1.9865599,-0.19681591,-0.67122966,0.321115,-0.122267894
91,9,-1.2449303,-1.9515622,-0.33033493,-0.4695128,0.31557238,-0.08450861
92,9,-1.1414462,-2.0041058,-0.4703402,-0.33778086,0.34082544,-0.16031036
93,9,-1.1144614,-2.0004013,-0.51641023,0.17838739,0.3482558,-0.1751341
94,9,-1.0915245,-2.0001442,-0.42426673,-0.10250917,0.3407996,-0.098918475
95,9,-1.2193902,-2.005525,-0.25705367,-0.64817166,0.39084598,-0.10908541
96,9,-1.1137407,-1.9866886,-0.3360566,-0.24809745,0.39988235,-0.08829317
97,9,-1.0980978,-1.9760804,-0.43527618,-0.16614531,0.41901296,-0.0858445
98,9,-1.1356059,-1.8829744,-0.33418968,0.15763916,0.42602563,-0.02269963
99,9,-1.1392226,-1.8752905,-0.06471974,-0.5563,0.4231363,-0.06392426
0,10,-0.16029285,-2.723061,-0.59455806,0.55874354,-0.5354555,0.28625962
1,10,-0.15024821,-2.715992,-0.5608189,-0.3949162,-0.56682885,0.23646142
2,10,-0.19465277,-2.6335466,-0.5225049,0.3634922,-0.60983145,0.28267848
3,10,-0.09378204,-2.7055047,-0.38485703,-0.41781852,-0.74121404,0.3411594
4,10,0.38330388,-2.711092,-0.56269395,-0.05771236,-0.52711445,0.3608722
5,10,2.5524898,-2.1529305,-0.58256036,0.4386197,-0.46782252,0.39852002
6,10,4.3131304,-1.7864184,-0.61836725,-0.32749677,-0.4652798,0.40282643
7,10,4.332876,-1.7779801,-0.54026365,0.52626675,-0.47441065,0.46209556
8,10,4.0659266,-1.7849226,-0.6040542,0.6428609,-0.52251,0.40022323
9,10,3.7104232,-1.8222227,-0.656909,0.22597362,-0.51680905,0.40627557
10,10,3.3985448,-1.8564979,-0.6189962,0.9914431,-0.6263936,0.4673596
11,10,3.4995487,-1.8878158,-0.55081403,0.92568874,-0.49903613,0.4297936
12,10,4.078245,-1.7713968,-0.59254676,0.18704847,-0.5272469,0.37942883
13,10,4.3018947,-1.797861,-0.5750604,0.59739935,-0.48156732,0.4453344
14,10,4.0170865,-1.8063378,-0.5954091,-0.10018199,-0.49451953,0.39182165
15,10,2.4345753,-2.1122015,-0.59478104,0.27254093,-0.51162463,0.3331288
16,10,0.59526104,-2.7157338,-0.57881564,0.7285433,-0.51378316,0.2830778
17,10,0.09166323,-2.7661443,-0.6243973,-0.30221406,-0.6578231,0.2061705
18,10,-0.3152798,-2.7332044,-0.62171173,-0.06552573,-0.6775158,0.19724101
19,10,-0.3197619,-2.5063756,-0.6220589,0.34979153,-0.6589281,0.24193555
20,10,-0.73048854,-2.0998747,-0.4163476,0.45541131,-0.84869045,0.2964635
21,10,-0.37782535,-2.4950762,-0.3201479,0.50357866,-0.5395242,0.40565857
22,10,-0.9938051,-1.9952339,-0.25795028,-0.20352332,-0.5793272,0.24011445
23,10,-1.0407109,-1.9638181,-0.37222812,0.072434746,-0.43035325,0.1880166
24,10,-1.0570843,-1.9701798,-0.42413935,-0.14227019,-0.39975014,0.17923142
25,10,-1.1107668,-2.0061147,-0.4187287,-0.26860934,-0.3280175,0.22527385
26,10,-1.0218571,-2.0093305,-0.41088736,0.2055848,-0.3200534,0.19155255
27,10,-1.0739225,-1.9488724,-0.4232513,0.433495,-0.18141136,0.22126842
28,10,-1.1335922,-2.0834692,-0.40834895,-1.0441535,-0.2173193,0.21059042
29,10,-1.1731107,-2.065277,-0.40830907,-0.53526723,-0.26118648,0.23973556
30,10,-1.2042435,-2.0851133,-0.42014366,-0.9783036,-0.18581136,0.25071928
31,10,-1.1446126,-2.037435,-0.3256387,-0.6210812,-0.10777486,0.31819472
32,10,-1.0280831,-1.9839427,-0.2645387,-0.13671246,-0.15369274,0.32437563
33,10,-1.0603702,-1.9632193,-0.33395624,-0.31161046,-0.032112926,0.2856436
34,10,-1.0150447,-1.9065298,-0.42687464,-0.40131402,0.076031215,0.32381105
35,10,-0.9662242,-1.872518,-0.46711344,-0.79042214,0.12932634,0.24741235
36,10,-0.9630365,-1.8259308,-0.41505164,-0.5624609,0.18633774,0.25894642
37,10,-0.92564404,-1.8822305,-0.33837414,-0.11247479,0.2000889,0.30243748
38,10,-0.9235113,-1.8026594,-0.278408,-0.2249245,0.21818477,0.30646247
39,10,-0.906747,-1.6856081,-0.2882217,-0.42593238,0.2467041,0.28816208
40,10,-0.947485,-1.6733491,-0.36116755,0.3400092,0.257252,0.28203225
41,10,-0.9005436,-1.6810261,-0.25457948,-0.29264688,0.23797888,0.28543302
42,10,-1.0445926,-1.7168463,-0.23976783,-0.672957,0.2425076,0.28716624
43,10,-1.043628,-1.7508765,-0.2181153,-0.033838864,0.24170391,0.1555448
44,10,-1.0670223,-1.6737236,-0.31616542,-0.06120805,0.22576177,0.14926577
45,10,-1.1495671,-1.7177733,-0.37812456,-0.67957294,0.26107934,0.16799577
46,10,-1.0240766,-1.7889594,-0.2935019,-0.14434658,0.20773768,0.13033137
47,10,-1.0248625,-1.6553537,-0.2722653,0.1680455,0.20127928,0.118565075
48,10,-1.0619483,-1.5984149,-0.12705627,-0.6416241,0.19465347,0.13644658
49,10,-1.1176547,-1.5855877,-0.1431979,-0.59962904,0.22482638,0.12930852
50,10,-1.0681167,-1.7926103,-0.27883115,-0.38079876,0.21853107,0.07029549
51,10,-1.0576351,-1.8075141,-0.35834265,-0.6730839,0.19923916,0.09192886
52,10,-0.9706538,-1.7060913,-0.3271394,-0.6674468,0.19086057,0.11925261
53,10,-0.8189975,-1.4953188,-0.22423257,-0.2626645,0.16198243,0.12163544
54,10,-0.9609132,-1.4108312,-0.20150891,-0.96067274,0.14841089,0.09191964
55,10,-0.8817673,-1.3277571,-0.32292822,-0.6953466,0.15865949,0.10908472
56,10,-0.82050097,-1.1867386,-0.36899605,0.76950043,0.18443665,0.16632551
57,10,-0.81887925,-1.0982119,-0.13204868,0.6304292,0.17155856,0.14174657
58,10,-0.9468344,-1.107617,-0.0739706,0.7879969,0.20516948,0.10434961
59,10,-0.8565928,-1.2766557,-0.07919283,-0.041102704,0.2625757,0.08004727
60,10,-0.6889189,-1.1313443,-0.01669702,0.5306879,0.28862038,0.14187168
61,10,-0.27382118,-1.8919737,-0.06402527,0.29944292,0.5437355,0.38035813
62,10,-0.64160526,-1.2720357,-0.06441903,-0.4033339,0.34379983,0.113547474
63,10,-1.0985985,-1.5132171,-0.17946677,0.39535573,0.30006513,0.005373667
64,10,-1.0107405,-1.5513527,-0.23858783,-0.23270753,0.25480127,-0.0067932094
65,10,-0.85874385,-1.4761697,-0.41714495,-0.26718876,0.26335844,0.035959996
66,10,-0.8159791,-1.3595401,-0.49223074,-0.2919844,0.26728997,0.024243545
67,10,-0.87097734,-1.3212758,-0.53782797,-0.17065941,0.2673829,0.012548048
68,10,-1.136669,-1.3119322,-0.49159056,0.65704155,0.28912175,0.0519259
69,10,-0.9573311,-1.6012417,-0.27491805,0.07821033,0.29780334,0.030024456
70,10,-0.91579163,-1.6056097,-0.20349441,-0.6849568,0.2745067,0.047262624
71,10,-0.7711343,-1.562042,-0.40113646,-0.078579485,0.23641765,0.03581451
72,10,-0.95456696,-1.7613277,-0.5604715,-0.77781737,0.20116943,0.006353186
73,10,-1.141278,-1.7869945,-0.64400756,0.35816815,0.19650972,0.0061157914
74,10,-1.1432192,-1.7848095,-0.63843983,0.41818902,0.21485665,0.012702409
75,10,-1.013974,-1.9140208,-0.60254467,-0.07065577,0.20561112,0.015198367
76,10,-1.1024046,-1.986444,-0.5208087,-0.58713955,0.26548964,0.049994335
77,10,-0.92923576,-1.9123193,-0.52817965,-0.1781138,0.25665462,0.046629615
78,10,-1.0226829,-1.8229603,-0.38600555,-0.35116947,0.2346852,0.033484794
79,10,-1.0404555,-1.8256397,-0.29695687,-0.24098107,0.2188233,0.06269708
80,10,-0.9963023,-1.8274925,-0.46096337,-0.22552854,0.20959742,0.022619462
81,10,-1.1711062,-1.8694626,-0.51101524,-0.73110664,0.24778494,-0.041216977
82,10,-1.1631374,-1.8468369,-0.4965904,-0.58277875,0.23909615,-0.02931719
83,10,-1.0704167,-1.8041009,-0.409015,0.025647594,0.23241022,-0.01119014
84,10,-1.0949913,-1.822187,-0.47146013,-0.23494525,0.21754509,-0.051694132
85,10,-1.2455907,-1.8999684,-0.4776083,-0.88174176,0.26016417,-0.07240078
86,10,-1.1266134,-1.8919686,-0.46378654,-0.35349977,0.28330383,-0.06426999
87,10,-1.2237964,-1.9111153,-0.53782606,0.44126743,0.2986389,-0.051612288
88,10,-1.1628932,-1.9289101,-0.39838663,0.44710705,0.34075725,-0.0059243916
89,10,-1.1954752,-1.9919884,-0.15387528,-0.65017194,0.33311293,-0.10871085
90,10,-1.2196401,-1.9460284,-0.16425313,-0.51352173,0.34590513,-0.09921699
91,10,-1.1151738,-2.0211115,-0.3038736,-0.072953135,0.31959915,-0.12162472
92,10,-1.1800998,-2.021944,-0.4530721,-0.6615554,0.31552762,-0.1660016
93,10,-1.2159013,-2.036363,-0.50069743,-0.8660863,0.3555215,-0.1589505
94,10,-1.2041715,-2.0598228,-0.5006526,-0.8401165,0.34971592,-0.13478903
95,10,-1.233228,-2.0379028,-0.43739405,-0.95544404,0.3592113,-0.10648704
96,10,-1.1274469,-1.9815422,-0.37690875,-0.49195784,0.38800934,-0.08079946
97,10,-1.1384308,-1.9739524,-0.3672435,-0.21144572,0.41879833,-0.03366116
98,10,-1.1466805,-1.8647363,-0.3419149,-0.16258924,0.41580296,-0.010491445
99,10,-1.0715686,-1.9108567,-0.26547715,-0.31595764,0.47642207,-0.014926115
0,11,-0.2729072,-2.6305654,-0.496156,0.37178674,-0.46769866,0.289261
1,11,-0.2174518,-2.7305305,-0.45950735,-0.24868324,-0.5637923,0.2598369
2,11,-0.05340321,-2.6999345,-0.34956905,-0.49225032,-0.5666801,0.32574794
3,11,-0.21272969,-2.7153249,-0.39967498,0.59399474,-0.6275874,0.37587747
4,11,-0.20899248,-2.7837708,-0.54231256,0.6661344,-0.7361948,0.3277395
5,11,0.98871076,-2.5468483,-0.6421031,-0.26171017,-0.48607385,0.27431569
6,11,2.8791394,-2.0267239,-0.6102081,0.48077303,-0.48653024,0.44272894
7,11,4.06242,-1.7900579,-0.4252313,1.0673285,-0.50158036,0.47305644
8,11,4.3144956,-1.7949604,-0.47765535,0.65126556,-0.46565887,0.46787316
9,11,4.1135116,-1.7910074,-0.5509048,0.52400374,-0.5215984,0.41648552
10,11,3.711872,-1.8548671,-0.4623947,0.6584188,-0.50620466,0.4753397
11,11,3.504147,-1.8420047,-0.4819139,0.21203533,-0.6578784,0.46276993
12,11,3.618708,-1.8376658,-0.5809338,0.8697297,-0.4724876,0.46378854
13,11,4.0927906,-1.7835392,-0.6082829,0.6357776,-0.5227948,0.39496988
14,11,4.2647347,-1.81205,-0.57375455,0.5996209,-0.4929111,0.4236544
15,11,4.1630044,-1.7686677,-0.46726978,0.585542,-0.52793616,0.4124724
16,11,2.2981305,-2.1688104,-0.6505777,0.8965085,-0.51942515,0.32516798
17,11,0.56632084,-2.6413224,-0.61147803,0.36163652,-0.61263716,0.26731724
18,11,-0.26674584,-2.748849,-0.56100255,-0.2168365,-0.7904662,0.22831182
19,11,-0.28860086,-2.700323,-0.5536563,-0.55281484,-0.74275804,0.21597831
20,11,-0.25391498,-2.6909552,-0.36249703,-0.8800343,-0.6686972,0.22172336
21,11,-0.20518862,-2.6797776,-0.2468846,-0.55299443,-0.5231749,0.29878977
22,11,-0.94403476,-2.0590653,-0.28775984,-0.39538467,-0.6827196,0.30465564
23,11,-1.0613102,-2.021553,-0.32028314,-0.58011246,-0.5852624,0.24565752
24,11,-1.0649154,-1.9853541,-0.34903517,-0.2777748,-0.43061993,0.24015327
25,11,-1.1070969,-2.047302,-0.35360152,-0.7858333,-0.43306836,0.1878515
26,11,-1.1058978,-2.031533,-0.3461928,-0.63723385,-0.36251834,0.19928154
27,11,-0.9943798,-2.0036669,-0.33290586,-0.16976427,-0.33192766,0.21139112
28,11,-1.1247287,-2.080069,-0.33133256,-0.99290925,-0.36394912,0.24713898
29,11,-1.1506648,-2.055352,-0.28052872,-0.66448975,-0.270249,0.24749266
30,11,-1.1454623,-2.095298,-0.3899322,-1.1701299,-0.3094675,0.26855367
31,11,-1.1495094,-2.0439498,-0.3184547,-0.48875,-0.25498614,0.28634465
32,11,-1.0737131,-1.8825378,-0.37928072,-0.14343418,-0.14322147,0.29505384
33,11,-1.0591718,-1.8019912,-0.37820122,0.075119734,-0.08787113,0.22649366
34,11,-0.99382246,-1.7995654,-0.42138574,0.029500714,-0.0051349374,0.24212834
35,11,-0.82014346,-1.6569047,-0.44057587,-0.08837405,0.06440079,0.23169594
36,11,-0.8721627,-1.6953948,-0.36425093,-0.5961969,0.17445906,0.24877994
37,11,-0.9025554,-1.8038191,-0.37874755,-0.22334263,0.15742904,0.27670753
38,11,-1.0487834,-1.6692683,-0.3741448,0.3719168,0.2040275,0.2956565
39,11,-0.85701597,-1.5572246,-0.26006684,-0.17281906,0.17539498,0.27768356
40,11,-0.85719115,-1.5183576,-0.21097164,-0.20863181,0.17941001,0.26516792
41,11,-0.9374116,-1.6998858,-0.23359054,-0.14630811,0.20306838,0.24903582
42,11,-0.99589276,-1.6787097,-0.24695978,-0.39874837,0.21098688,0.15936343
43,11,-1.1071305,-1.7664608,-0.271985,-0.34278682,0.22680911,0.15580752
44,11,-1.1986521,-1.8185639,-0.22955836,-0.6589255,0.24522641,0.15602347
45,11,-1.1762205,-1.8149453,-0.22353896,-0.6578548,0.23382041,0.1672674
46,11,-1.0557569,-1.7937095,-0.18771888,-0.32804868,0.20503323,0.11293188
47,11,-1.0626119,-1.6786866,-0.17571661,0.17050818,0.19376665,0.12062319
48,11,-1.0959849,-1.6179912,-0.08948435,-0.8042335,0.19057536,0.09943079
49,11,-1.0406758,-1.572887,-0.16640899,0.0850244,0.18411599,0.08777331
50,11,-1.0207677,-1.7621832,-0.22753029,-0.13948755,0.18869422,0.09465508
51,11,-0.96127975,-1.7359656,-0.3365264,0.21692075,0.21547896,0.12819776
52,11,-0.81389064,-1.6298635,-0.28395176,-0.23814233,0.17852736,0.14435098
53,11,-0.6293177,-1.4986868,-0.07889487,-0.25947145,0.15680106,0.17577586
54,11,-0.8385071,-1.2994462,-0.1152589,-0.25471845,0.12583205,0.13404176
55,11,-0.97847956,-1.2589568,-0.29454106,-0.7939966,0.16026276,0.09436294
56,11,-0.78953844,-1.1787927,-0.28637257,-0.49546218,0.17069675,0.12797563
57,11,-0.8041532,-0.97985893,-0.14446034,0.017337231,0.16260469,0.10955072
58,11,-0.89788955,-1.0676079,0.07418758,-0.3709794,0.1753956,0.070712745
59,11,-1.0051637,-1.2740237,0.13563584,-0.7128664,0.21817261,0.02415948
60,11,-0.87195736,-1.2756236,0.13346885,-0.5267582,0.2610555,0.04620058
61,11,-0.6641812,-1.0519187,0.10578539,0.1531503,0.2639802,0.07854583
62,11,-0.6691295,-1.2506317,0.015174868,0.61213374,0.27410254,0.056806035
63,11,-0.98441625,-1.5333581,-0.07122012,-0.20472632,0.28873557,0.008479554
64,11,-1.1539824,-1.3787998,-0.107942574,-0.5355569,0.28011018,0.025506513
65,11,-1.0256523,-1.221797,-0.29718184,0.095354885,0.27874175,0.043511197
66,11,-0.81322587,-1.2018396,-0.5041601,-0.18596286,0.27216512,0.0152783645
67,11,-1.0033462,-1.2609508,-0.586983,-0.16703263,0.27178526,-0.003186612
68,11,-1.0940437,-1.3370839,-0.5221318,-0.6291295,0.27411026,-0.007399967
69,11,-1.1308213,-1.3177068,-0.38909444,-0.85954344,0.2806125,0.005176491
70,11,-1.064723,-1.3277924,-0.3728043,-0.6607611,0.2608386,0.009942084
71,11,-0.8160399,-1.364178,-0.57125205,-0.1725057,0.22563599,0.00065620756
72,11,-0.87211275,-1.6352575,-0.59609246,-0.73595726,0.2093413,-0.02923473
73,11,-0.9050398,-1.7040671,-0.52645046,-0.44749868,0.19029137,0.009434056
74,11,-1.0162512,-1.6953782,-0.46473086,-0.3662714,0.21340548,0.030947587
75,11,-1.1517535,-1.7819916,-0.55931455,-0.87609285,0.13383423,0.023912549
76,11,-1.0520399,-1.8137728,-0.5480448,-0.11090798,0.16963178,0.029553043
77,11,-1.084846,-1.8118839,-0.46089187,-0.4510176,0.23107642,0.04048842
78,11,-1.0476787,-1.802569,-0.30257624,-0.467307,0.24525923,0.035921663
79,11,-0.91435415,-1.8023671,-0.32147065,-0.15600473,0.21432123,0.064117014
80,11,-0.9007637,-1.8288251,-0.44766924,-0.4096206,0.23442677,0.040029608
81,11,-0.9884634,-1.7061551,-0.46170995,-0.617907,0.22189514,-0.0065462133
82,11,-1.0217874,-1.7114686,-0.326294,-0.3454891,0.23325758,-0.024937982
83,11,-1.0253105,-1.7933141,-0.35533378,-0.34171805,0.26661816,0.020382952
84,11,-0.99412674,-1.806318,-0.44838598,-0.32950047,0.28192395,-0.032225795
85,11,-1.0367918,-1.8757331,-0.5017133,-0.58187556,0.29448473,-0.060157355
86,11,-1.0710334,-1.9061953,-0.47450936,-0.32611996,0.3156932,0.018803818
87,11,-1.053609,-1.9637377,-0.5051402,-0.1451354,0.30282447,0.0057431604
88,11,-1.0925424,-2.0030117,-0.37509835,-0.3151075,0.30419365,0.034290016
89,11,-1.1603284,-2.0192025,-0.28649303,-0.6666277,0.32599217,0.0023504063
90,11,-1.2451533,-1.9317641,-0.35068265,0.44186002,0.31646305,-0.07495982
91,11,-1.1230186,-2.0146756,-0.42230302,-0.045035496,0.3222962,-0.13202143
92,11,-1.2069917,-2.061837,-0.510742,-0.9645847,0.3378394,-0.15501758
93,11,-1.1275694,-2.001912,-0.5636792,-0.6043483,0.3193531,-0.16959013
94,11,-1.090975,-1.9954315,-0.48382026,-0.32215983,0.3523451,-0.112677366
95,11,-1.1411427,-1.9840735,-0.33603865,-0.56018317,0.37716168,-0.09439962
96,11,-1.005403,-1.9565437,-0.24623801,-0.037318233,0.38962752,-0.06950579
97,11,-1.2285969,-1.9341807,-0.34741938,0.56528264,0.38717753,-0.04051768
98,11,-1.1084843,-1.9705321,-0.3753366,-0.35594153,0.46879005,-0.005653927
99,11,-1.0129027,-1.9706371,-0.46633106,-0.04982068,0.48837885,-0.007677989
0,12,-0.42467457,-2.2680979,-0.42702657,-0.33343026,-0.4124227,0.24210429
1,12,-0.16243315,-2.7017388,-0.3436691,-0.37288612,-0.44235292,0.32394165
2,12,-0.07203245,-2.6914318,-0.28723398,-0.25295463,-0.51257914,0.32658082
3,12,-0.21649635,-2.6892939,-0.34873116,0.52152586,-0.5755228,0.3379256
4,12,-0.17499393,-2.6435373,-0.43404528,0.3488365,-0.62849545,0.3539801
5,12,0.012185426,-2.795824,-0.51618415,-0.2870028,-0.648799,0.256526
6,12,0.63698334,-2.7350128,-0.45917773,0.72868323,-0.48492756,0.3752705
7,12,2.8389196,-1.9981893,-0.41173565,0.92026377,-0.49406657,0.50645137
8,12,4.190896,-1.7545847,-0.35573494,0.7848548,-0.49254325,0.48329255
9,12,4.2872376,-1.7252291,-0.2944665,0.18787453,-0.4553332,0.46306205
10,12,4.0533085,-1.7275839,-0.28820795,0.84883815,-0.4814365,0.49575576
11,12,3.7571235,-1.7423437,-0.30100578,0.18325733,-0.5495176,0.44966748
12,12,3.5556707,-1.846801,-0.51497406,0.23977561,-0.63301283,0.41866136
13,12,3.6637762,-1.8632947,-0.59137964,0.56875855,-0.5231332,0.41393757
14,12,4.068282,-1.7995281,-0.6013345,1.0645415,-0.5497297,0.44768146
15,12,4.279874,-1.754979,-0.6022876,0.825998,-0.5014826,0.4476659
16,12,4.02553,-1.7809421,-0.68767124,0.17057236,-0.57487154,0.38836974
17,12,2.4133701,-2.1048813,-0.69101804,-0.47416645,-0.5458408,0.21116683
18,12,0.35386136,-2.621,-0.60238385,0.4039906,-0.64276695,0.2963513
19,12,-0.13969958,-2.6807814,-0.57789546,-0.5554233,-0.84509104,0.19250168
20,12,-0.14147997,-2.6868432,-0.5008856,-0.54098845,-0.72592056,0.26235294
21,12,-0.21983303,-2.7050147,-0.43901262,-0.3067406,-0.58296037,0.33143792
22,12,-0.35909706,-2.5922198,-0.41992703,-0.064003974,-0.58976114,0.39495376
23,12,-0.874403,-2.073641,-0.3646444,-0.10101347,-0.6480294,0.34700388
24,12,-1.0010568,-2.0560024,-0.3165647,-0.76340836,-0.56042564,0.2548536
25,12,-1.0063444,-2.034959,-0.29468104,-0.4941722,-0.51297706,0.27176225
26,12,-1.1904016,-2.036678,-0.254069,-0.70211434,-0.4522949,0.22406216
27,12,-1.2251217,-2.0298617,-0.21378668,-0.49644148,-0.4536167,0.2610228
28,12,-1.0552397,-1.9875755,-0.04347773,-0.29985163,-0.40366316,0.25714493
29,12,-1.1196718,-1.8856949,-0.2236831,-0.631575,-0.41697437,0.2550685
30,12,-1.1502726,-1.9475713,-0.31115586,-0.9819148,-0.30816162,0.2331731
31,12,-1.0440135,-1.8588291,-0.30721003,-0.13154852,-0.28192568,0.22368425
32,12,-1.1639595,-1.8608435,-0.251553,-0.47917807,-0.25321943,0.24169244
33,12,-0.9666654,-1.5540237,-0.26108953,-0.24381167,-0.1560493,0.2296227
34,12,-1.0182956,-1.6156386,-0.25189683,0.54913926,-0.062429503,0.21817695
35,12,-0.9387861,-1.5169492,-0.35210767,0.65228057,0.00013081782,0.21582913
36,12,-0.8007545,-1.583512,-0.42133254,-0.1478781,0.017323898,0.23127437
37,12,-0.95707667,-1.7832029,-0.41125757,-0.39238086,0.15105169,0.24699102
38,12,-1.0300992,-1.7037883,-0.43295538,-0.4142607,0.15596466,0.22975142
39,12,-1.0631503,-1.5648779,-0.39749005,0.3421046,0.17590594,0.2616123
40,12,-0.9580918,-1.5953166,-0.21410722,-0.46531206,0.17936045,0.23384239
41,12,-1.0266808,-1.687576,-0.25688455,-0.19082244,0.14997074,0.13169669
42,12,-0.97585917,-1.6755244,-0.3692152,-0.3162404,0.20835197,0.1710878
43,12,-1.0871207,-1.6971886,-0.32548597,-0.5704112,0.19768588,0.13749214
44,12,-1.2182533,-1.8357668,-0.2140033,-0.8843866,0.20168285,0.14560927
45,12,-1.090567,-1.7978002,-0.17152117,-0.44444028,0.21895526,0.10889505
46,12,-1.0488127,-1.7456776,-0.21555333,0.19509237,0.20963798,0.10017873
47,12,-1.0051919,-1.6791646,-0.20910043,-0.1652192,0.1890666,0.10006813
48,12,-1.097736,-1.6392031,-0.13575545,-0.7395738,0.1823489,0.098049454
49,12,-1.0703431,-1.7128185,-0.1171602,-0.5808989,0.22100905,0.11290942
50,12,-1.0381045,-1.6692077,-0.23293956,-0.43073615,0.19831206,0.09921258
51,12,-0.95796657,-1.5184649,-0.30551097,0.16574976,0.17591844,0.10905724
52,12,-0.9992235,-1.493322,-0.31407753,0.3890249,0.20240825,0.13842055
53,12,-0.9196612,-1.2157035,-0.13861161,-0.36557677,0.13736789,0.12912276
54,12,-0.9371419,-1.2036732,-0.17339686,0.17162229,0.12018274,0.09340019
55,12,-0.9630767,-1.2836083,-0.26039037,-0.52730083,0.1492379,0.08171343
56,12,-0.78260005,-1.1427125,-0.28226012,-0.46425962,0.1465325,0.12819831
57,12,-0.83508134,-1.0267181,-0.13540085,0.17190228,0.11221658,0.073568344
58,12,-0.748239,-1.1040074,0.029349675,-0.18302347,0.15011702,0.015355315
59,12,-0.82784057,-1.1980977,0.2518558,-0.35366532,0.1758706,0.06615989
60,12,-0.7769477,-1.0457735,0.2685689,0.16584077,0.20706575,0.06588222
61,12,-0.75496876,-1.0637401,0.12285542,0.5734277,0.20846234,0.06969234
62,12,-0.68092704,-1.1842129,0.061475765,0.064528674,0.2838503,0.04524157
63,12,-0.7414364,-1.3649402,0.015855832,-0.31707644,0.28720132,0.041213434
64,12,-1.0864706,-1.2631627,-0.030224651,-0.6463085,0.33090582,0.015852455
65,12,-1.0002329,-1.1848516,-0.25256455,-0.05337204,0.2977444,0.016062558
66,12,-1.0434259,-1.295407,-0.41745657,-0.4737938,0.3000298,0.048292425
67,12,-1.0319448,-1.3870798,-0.6231665,0.16893329,0.25132194,-0.0016074555
